sex,edu,house_type,Income,exp_house,exp_con,exp_non,noofhousehold,weight
2,5,3,7033618,4627819,3413733,1214086,3,1515.4
2,3,3,7038690,5541791,4142636,1399155,3,2399.24
2,2,3,704123,307190,283174,24016,1,1282.63
1,2,3,7048871,3102978,2046267,1056710,4,893.56
2,5,3,7052987,3350722,2633327,717394,3,1401.33
1,2,3,7058885,8562788,6531280,2031508,4,1382.61
1,2,3,706530,658633,645982,12650,1,1641.24
1,3,3,7075999,4956504,3451138,1505366,4,3314.86
2,6,3,7082163,4429618,2860716,1568902,4,1701.24
2,5,3,7084607,9596616,7460691,2135925,3,492.43
2,5,3,708521,813845,767797,46048,1,2707.88
2,5,3,7089415,5710844,4253913,1456931,3,3450.68
1,4,3,7095177,4995509,4584404,411104,3,203.88
2,4,3,7095387,3621670,2375673,1245997,1,433.94
1,1,3,7096022,4878576,2617572,2261004,1,1584.15
1,1,3,7097869,4299097,3020609,1278488,3,1331.75
1,3,3,710489,473109,441341,31767,2,1321.04
1,3,3,7109862,6247562,4283996,1963565,5,4206.6
2,5,3,7121089,7402077,5356376,2045701,4,2744.74
2,2,3,712545,1527673,1305569,222104,3,1531.33
1,1,3,7128771,4180723,3660110,520613,4,2158.02
2,1,3,713645,1291457,1114786,176671,2,442.01
1,5,3,713859,774934,761330,13604,1,2128.41
2,5,3,7154608,7301728,4573303,2728425,4,387.69
1,2,3,7155526,4769977,2568761,2201216,3,3129
1,4,3,716493,892505,863646,28859,3,2466.25
1,1,3,716798,585708,556384,29323,1,2937.5
2,3,3,7171604,2180034,1613969,566065,3,3563.91
1,4,3,7172078,4369989,2891077,1478911,2,632.23
2,3,3,7185888,4094646,3096756,997891,4,5993.77
1,5,3,718917,804845,578314,226531,1,1217.52
1,5,3,7190881,4629985,3014783,1615202,4,1071.05
1,6,3,7199146,6420712,4276586,2144126,4,1364.33
2,5,3,7199405,2516594,1754288,762307,5,1327.86
2,5,3,720093,751803,751803,0,1,658.17
2,6,3,7203728,4242547,2651478,1591069,2,2633.58
2,5,3,721142,646070,583296,62774,1,1563.61
2,4,3,7213194,8988581,7372776,1615805,3,177.07
2,1,3,7217112,3662339,2657460,1004879,5,1482.39
1,1,3,7224685,5235315,4080216,1155099,5,737.05
1,4,3,722713,807011,807011,0,1,473.45
2,2,3,7227904,4947130,2657410,2289721,4,469.84
2,6,3,7229984,6418573,5133729,1284844,2,328.78
2,5,3,7230483,7200961,4543846,2657114,4,2921.01
2,3,3,7233099,4218940,3597113,621827,5,2991.28
1,1,3,7235185,4431456,2176418,2255038,2,8026.35
2,5,3,725339,738098,547545,190553,2,1205.8
1,5,3,7254768,3348715,2609521,739194,4,654.5
1,2,3,7256218,4962061,3209516,1752545,4,1425.54
2,6,3,727660,472260,472260,0,1,546.59
2,6,3,7287298,6103522,4034300,2069223,4,1214.48
1,5,3,7287644,2913510,2821115,92395,1,2319
2,2,3,729600,553500,548500,5000,1,255.37
1,6,3,7301576,3923889,2544688,1379200,5,1355.65
2,3,3,7301714,4010302,2443145,1567158,5,1404.81
2,5,3,7308173,5519937,4306931,1213005,5,3283.51
1,4,3,730998,959987,591187,368800,1,1541.96
1,2,3,731779,1812342,1704154,108188,3,131.54
2,3,3,732000,2276088,2190649,85439,2,186.3
1,4,3,7324135,7071235,3691255,3379980,4,274.8
2,5,3,7326164,3516112,2702120,813992,4,733.14
1,4,3,7327919,3432768,1594288,1838480,3,1486.16
2,2,3,7353565,4313657,2182521,2131136,1,859.92
1,2,3,7359164,2235447,2157295,78152,7,819.86
2,2,3,7363259,3398344,2823726,574618,5,2899.52
1,2,3,737599,348711,333100,15611,2,432.37
2,3,3,739455,716029,666119,49910,1,2297.49
1,3,3,7399415,3929936,2830595,1099341,5,4841.86
2,3,3,7400430,5337863,4807513,530350,2,391.44
2,4,3,740114,317696,293434,24261,1,2691.62
1,2,3,740200,884036,884036,0,2,322.65
1,6,3,742111,823312,718537,104776,2,460.74
1,6,3,742686,487194,400329,86865,2,1512.39
1,5,3,742742,305143,295473,9670,1,582.82
2,2,3,742867,1494139,1068612,425527,3,1562.26
2,5,3,7439618,8115480,6168936,1946544,3,1412.12
1,2,3,745022,453066,293951,159115,1,979.62
1,2,3,7452220,5263958,3697689,1566269,2,511.89
2,3,3,746326,805171,745523,59648,2,318.51
2,2,3,7489082,5512399,3934629,1577769,4,980.61
1,4,3,749753,667539,536316,131224,2,459.42
1,5,3,750000,2054334,1896334,158000,3,176.81
1,4,3,7504321,3690085,2172978,1517107,3,2169.57
1,4,3,7508342,7264829,5194977,2069853,3,5790.72
1,5,3,751572,1228014,934116,293898,1,413.46
2,4,3,751672,620371,600439,19932,1,646.49
2,6,3,7524222,5245873,4007142,1238731,4,1355.65
2,6,3,7540606,7479760,5504201,1975559,2,1145.2
2,1,3,7542531,8530000,6434227,2095773,4,1642.63
1,5,3,754557,899913,772260,127653,2,1218.6
2,4,3,755633,939539,746092,193447,1,2556.94
2,1,3,756472,589791,545201,44590,1,501.81
2,4,3,7565044,6478549,3685054,2793495,4,5509.61
1,2,3,757045,720877,680986,39892,1,3952.7
2,4,3,7572842,6166419,4387944,1778475,4,2529.43
2,5,3,758242,1081305,982821,98484,2,403.3
1,6,3,7585871,3719069,2537253,1181817,2,1164.02
1,5,3,759467,2139457,2060821,78636,2,1560.74
1,1,3,7601033,7011579,5553643,1457936,3,6738.72
1,2,3,761086,1111220,1039527,71694,2,1072.51
2,5,3,761365,1099098,869093,230005,1,1005.21
1,5,3,761668,736308,731541,4767,1,1229.91
1,5,3,7624087,4912415,2427015,2485400,2,3336.19
2,5,3,763386,587243,565813,21430,1,282.75
1,5,3,763856,1101936,782224,319713,1,1192.12
1,1,3,7648597,5016525,3457012,1559512,6,811.77
2,6,3,7649088,5601816,3389066,2212749,2,597.23
1,2,3,7652699,5621168,3896208,1724960,4,815.81
1,6,3,7674279,3141240,2007967,1133273,5,2320.65
1,3,3,7675908,4387535,3145997,1241538,6,1830.79
1,3,3,7687133,2256053,1665232,590821,3,722.16
2,4,3,7689353,4042504,2112119,1930385,2,1213.87
1,1,3,7702869,6106162,4509819,1596343,3,1526.75
2,1,3,770318,391723,253432,138291,1,176.87
1,1,3,770478,2125396,560126,1565270,2,925.42
1,2,3,770627,915587,838270,77317,3,1784.05
1,5,3,7711724,4088730,2812227,1276504,3,2126.89
1,3,3,7732218,7844849,6359200,1485649,3,1200.16
1,5,3,773942,980680,924119,56560,2,589.64
1,2,3,7741245,5618463,3707506,1910957,4,1930.07
2,2,3,7743317,4198214,2776686,1421527,3,191.31
1,2,3,7748088,3707902,1967161,1740741,2,172.71
1,5,3,775100,996311,877043,119269,2,1048.77
1,3,3,776439,633569,524707,108862,2,2242.69
2,5,3,7765154,6520406,5240639,1279766,4,983.42
2,2,3,7768149,4202952,2650960,1551992,4,3316.02
1,3,3,777319,2683842,2397654,286188,3,1178.32
2,3,3,7776350,5770859,3761311,2009548,4,610.66
1,2,3,7779368,5951308,3738474,2212834,3,2469.23
1,1,3,778862,2416570,2052003,364568,2,1263.95
1,3,3,779078,624844,502322,122522,1,5786.38
1,1,3,780113,1115689,951265,164424,3,673.16
1,5,3,7805270,5191594,3827413,1364181,3,3563.91
2,5,3,7807390,4326575,3935675,390900,3,77.88
2,4,3,781323,814520,788740,25780,1,1101.72
1,2,3,7834417,4866779,3471586,1395193,4,6777.2
1,3,3,7837686,3038538,2228079,810458,4,2422.75
1,3,3,786800,922459,595362,327097,1,776.33
2,5,3,7879716,6448956,4807991,1640965,5,2494.55
1,3,3,788334,773531,439512,334019,2,1002.73
2,1,3,7886865,3516705,1645980,1870725,3,2330.04
2,2,3,7889392,4128090,2847663,1280426,3,1637.89
1,3,3,7892033,4689617,3794768,894849,4,963.53
2,5,3,789411,3037410,2888005,149405,4,3080.51
1,4,3,789787,520175,455093,65081,1,805.96
2,1,3,7898596,5107063,3579043,1528020,3,874.41
2,2,3,7920319,3249497,2213302,1036194,5,4996.21
1,4,3,793237,1287153,1187739,99414,2,1194.75
2,5,3,7935994,6123581,4739375,1384207,4,3283.51
2,4,3,7943926,2752717,1478711,1274005,2,419.8
1,3,3,7943998,3384208,2179872,1204336,3,3440.4
2,1,3,795559,367839,334769,33070,1,2301.44
1,4,3,7973602,5194575,3534100,1660475,5,763.77
1,4,3,798088,766317,766317,0,1,248.33
1,3,3,798702,672176,624195,47980,1,3216.9
1,4,3,7992251,8473106,7424600,1048507,4,2196.55
2,2,3,80000,947911,797230,150681,1,1720.91
2,6,3,8035798,4502081,3666085,835995,3,2213.17
2,4,3,8065741,5534956,4163184,1371771,4,3558.37
2,6,3,8078508,5511825,4047640,1464186,6,2808.83
1,5,3,8091742,6287633,4420392,1867241,4,1447.1
1,3,3,8114270,6722696,5556850,1165846,3,2475.16
2,5,3,811684,438243,425636,12607,2,890.1
2,4,3,812090,1376600,1376600,0,2,151.83
1,3,3,8132439,5544651,4123890,1420762,4,236.39
1,4,3,8132810,5070936,3441842,1629094,4,4996.21
2,5,3,813401,2317033,2120392,196641,1,1125.54
2,2,3,814432,1295287,1128527,166760,1,1893.22
1,5,3,814835,537577,344389,193187,2,238.03
1,4,3,816288,790683,774716,15968,2,956.39
2,1,3,817077,1329877,1286444,43433,2,261.53
1,2,3,8175916,6988485,3336003,3652482,5,1653.44
1,2,3,8217532,6043952,3259727,2784225,3,1610.58
2,4,3,821825,720002,606725,113277,1,999.99
2,3,3,8219608,6177347,5272485,904862,4,3456.91
1,3,3,822223,1188309,1076167,112142,3,1547.49
2,2,3,8224487,4685362,3383224,1302138,5,393.64
1,1,3,8238980,5094889,4005043,1089846,4,2680.29
1,4,3,8254378,4416690,2475382,1941308,4,589.73
1,4,3,8258306,5410580,3405116,2005464,4,4996.21
2,2,3,826501,885768,760133,125635,2,2136.97
1,2,3,8265527,4660470,2604652,2055818,4,811.94
2,4,3,826707,770188,555600,214588,2,3306.77
2,3,3,8275701,5309137,3797281,1511856,3,416.4
2,2,3,828480,1013482,1001460,12022,1,5326.1
1,4,3,8308609,5748832,3459917,2288915,4,993.64
1,5,3,8325518,4380115,3630032,750083,4,2410.86
1,3,3,832726,1313156,1100445,212712,2,1180.73
1,4,3,8331351,6991224,4461713,2529511,4,4300.91
2,4,3,8333041,3433240,2640763,792478,2,1397.38
1,4,3,833342,1117762,826631,291131,2,537.13
1,2,3,8335165,5494834,3479757,2015077,4,685.85
1,5,3,8343080,4078380,2805588,1272792,3,1203.56
2,2,3,8345592,5092062,4859520,232543,3,1228.05
1,5,3,8347009,5841798,1753741,4088057,1,183.19
1,3,3,834894,887769,707613,180156,2,868.62
2,2,3,836307,914143,636873,277270,2,4503.73
2,2,3,8367767,3891419,2923615,967804,4,5132.49
1,6,3,836903,1084791,825232,259558,1,3275.69
2,2,3,836969,567949,445463,122486,1,2083.53
1,4,3,8373671,3503702,3187475,316226,2,693.69
2,1,3,838253,1933640,1732991,200648,2,875.94
2,5,3,8393297,4679511,2536365,2143146,3,1637.55
2,5,3,8397382,3895159,3310415,584744,3,314.56
1,5,3,840147,842000,784917,57083,2,671.84
2,5,3,8410140,4498157,3847427,650730,3,1499.42
2,3,3,8418767,4953375,3127943,1825433,4,2159.88
1,6,3,844288,1289266,1032372,256894,1,286.68
2,6,3,845812,779703,779059,645,2,1361.05
1,3,3,846559,963081,809516,153565,2,186.29
1,6,3,8500000,2711224,2171953,539271,2,398.67
2,2,3,8500000,4786703,3926843,859860,5,86.21
1,5,3,850789,743589,651450,92139,1,1452.17
2,4,3,851690,703491,572860,130630,2,1006.18
2,2,3,852125,1763061,1501227,261834,2,408.66
1,3,3,852750,1141109,757396,383714,1,2226.97
1,3,3,8533811,3117311,1696981,1420330,1,1670.73
2,5,3,8543946,5094162,3477179,1616982,4,727.83
2,1,3,8547406,5099224,2375400,2723824,2,359.81
1,4,3,855937,1285899,1212975,72924,2,1210.19
1,2,3,8571040,6077630,4820341,1257289,3,6269.68
1,5,3,8579518,7195734,6178457,1017277,5,1098.08
1,2,3,859250,624978,458893,166085,1,6961.43
2,2,3,8599058,5350142,3550052,1800089,4,522.45
1,4,3,861071,467619,415280,52339,1,3512.07
1,5,3,8642494,8652450,6532763,2119687,6,3759.61
1,2,3,8675072,5382420,3173048,2209372,4,630.31
2,4,3,8675073,7005521,5029294,1976227,4,6967.87
2,3,3,869176,1265991,1080445,185546,2,1460.99
1,3,3,870065,1406764,1345387,61377,2,2120.21
1,5,3,8713016,5390553,3154302,2236252,3,3475.64
1,5,3,871308,1120273,794165,326107,2,494.78
1,5,3,871861,1699867,1587554,112314,3,2130.34
1,5,3,872244,2149535,1850841,298695,2,1046.69
1,2,3,8726970,8177783,6612047,1565736,2,1216.45
1,1,3,8738964,4047695,2345801,1701895,4,1101.35
2,4,3,873970,1111933,814407,297527,2,1217.4
2,2,3,8742490,7295458,4578912,2716546,4,245.15
1,3,3,875619,1543279,1403223,140056,2,211.63
1,3,3,877293,737185,634905,102279,2,209.61
1,1,3,8790302,6521163,4367228,2153934,5,1830.79
2,6,3,8795031,6801593,4448750,2352843,4,3759.61
1,2,3,8796180,7396075,4019338,3376738,3,357.21
2,6,3,879651,498506,472650,25856,1,340.65
1,3,3,881016,833796,690991,142805,2,1904.93
1,1,3,882506,1124362,996671,127691,2,2046.12
2,6,3,8832249,6101919,4811636,1290283,4,3283.51
1,2,3,8835846,5741742,2745283,2996459,3,166.74
2,5,3,8848216,6793107,4909752,1883354,5,751.29
1,3,3,8851179,6110076,3653946,2456131,3,5623.23
1,2,3,885382,841851,780280,61571,2,1416.22
2,6,3,8857889,5039044,3380038,1659007,3,1085.63
1,1,3,8858759,4443824,3575398,868427,4,3111.47
2,2,3,888736,631907,623201,8705,2,578.18
1,4,3,889243,983703,826360,157343,2,3920.16
1,2,3,892558,878393,551687,326706,1,398.1
1,2,3,894952,1724401,1487084,237317,2,595.12
2,4,3,896800,1125605,1124726,879,2,1315.19
1,5,3,896956,962675,832247,130429,2,947.09
1,3,3,897926,3610015,3303620,306395,1,407.2
2,5,3,898294,460997,375382,85615,2,1998.32
1,4,3,900000,894740,894740,0,3,139.64
1,5,3,902576,680046,652224,27822,2,217.74
1,1,3,902718,1205660,1153157,52503,2,1418.32
2,4,3,9029785,7646860,5640887,2005973,4,1125.68
2,5,3,9076784,10114055,7724374,2389682,5,1153.23
2,5,3,909763,741517,703310,38206,2,1033.36
1,1,3,9099888,6844745,4083058,2761687,3,3762.52
1,2,3,91059,902562,848740,53823,2,1637.52
1,5,3,910893,628453,514003,114450,2,110.53
2,5,3,9113463,4390305,2151659,2238646,4,331.07
2,5,3,911674,430536,318919,111617,2,464.99
1,5,3,913187,846406,796023,50383,1,4573.25
2,2,3,914450,662874,662874,0,1,317.69
1,4,3,914943,793749,702920,90829,2,380.89
2,2,3,915427,2231250,2047079,184171,3,1889.47
1,6,3,9155937,8647045,6677703,1969342,3,1389.66
1,4,3,9162040,8496423,6412237,2084187,5,2522.87
1,2,3,9174405,5381433,2993225,2388208,3,3762.52
1,2,3,9207067,5784634,4485045,1299589,3,579.49
2,5,3,921138,683760,517601,166159,2,1097.39
1,2,3,9211996,5332699,2992940,2339759,2,694.62
2,1,3,921923,427820,304676,123144,1,1326.27
2,4,3,922096,1241751,1060458,181293,2,1440.46
2,3,3,923036,1043270,1019465,23805,2,2049.64
2,5,3,923194,695938,567893,128046,2,600.79
1,3,3,9249526,3438644,2121308,1317336,4,147.31
1,3,3,926319,1085119,1061917,23202,1,1480.08
1,3,3,9265400,6840314,4693638,2146676,3,1434.19
1,3,3,926610,1392133,1326297,65836,2,464.67
1,5,3,9271592,4953160,3590420,1362740,4,1378.29
1,1,3,928316,1222274,1091084,131190,2,1512.64
1,6,3,9285084,5118812,3844349,1274463,3,1988.96
1,2,3,929903,675616,630263,45353,1,3131.56
2,6,3,9299156,7968187,6150197,1817990,4,586.91
1,1,3,9299174,6768277,5014710,1753567,3,2677.58
1,4,3,929963,813211,800151,13060,2,633.33
2,2,3,929964,1029602,867973,161629,2,390.48
2,5,3,930000,1846527,1520995,325532,2,5425
1,6,3,930525,910702,817160,93543,2,510.36
2,5,3,9308953,6884456,4501387,2383070,4,1482.39
2,4,3,9313292,6843245,4498313,2344932,2,1172.35
2,5,3,9319008,5815536,5054834,760702,3,2156.47
1,6,3,9334005,5997953,4521935,1476018,3,3762.52
1,2,3,934780,867263,852797,14466,2,1447.99
2,3,3,938354,774741,627269,147472,2,900.1
1,2,3,938835,688922,590711,98211,2,1033.36
1,4,3,941429,1063960,933939,130021,1,1297.16
2,1,3,9434783,6919890,1669617,5250273,2,1375.1
2,5,3,9454159,4554481,3282896,1271585,4,352.61
2,2,3,94600,656842,656842,0,1,477.04
1,5,3,94600,2239030,1868030,371000,2,157.87
2,5,3,94600,448360,428360,20000,1,99.87
1,5,3,948450,2389403,2264621,124781,4,1221.78
1,4,3,948574,516598,423249,93349,1,818.36
1,4,3,949532,976905,921074,55830,2,868.62
1,5,3,950000,1347394,1151954,195440,2,487.97
2,2,3,9502559,6069960,3246815,2823145,3,1274.09
1,5,3,950377,812929,579124,233805,1,620.67
2,5,3,951863,974098,741493,232604,2,272.22
2,2,3,952728,1421503,1115473,306031,2,323.45
1,5,3,952824,1712396,1319122,393273,2,2151.37
1,3,3,953831,585246,541656,43590,2,2198.03
2,2,3,954962,875678,816678,59000,1,3018.48
1,2,3,9557045,3943823,3808179,135644,2,1020.69
1,4,3,9575480,5278619,3493268,1785351,4,236.39
2,4,3,958294,738520,607798,130723,1,2459.57
1,2,3,9584405,8342013,5980344,2361669,3,1280.94
1,5,3,959106,545557,470098,75458,1,854.04
1,3,3,9591648,10827144,7704707,3122438,1,1356.83
2,5,3,9594244,4672554,2876082,1796472,3,3762.52
2,3,3,961692,684321,567961,116359,1,1038.55
1,4,3,9617616,6714394,5138855,1575539,4,6967.87
1,2,3,9619285,12051692,8544380,3507312,2,620.89
1,6,3,961930,610260,610260,0,3,1019.91
1,3,3,9624405,7066126,4380923,2685204,2,1526.5
2,5,3,962979,657210,602609,54601,2,4270.54
1,4,3,9636522,7027322,3764657,3262665,2,987.69
1,2,3,9638078,6974434,5254324,1720110,3,2145.85
2,5,3,965390,1088309,904034,184275,2,478.5
1,3,3,9656002,11255018,8892285,2362734,4,476.39
1,4,3,96569,104287,103693,595,1,1900.56
2,3,3,966503,1497317,845702,651614,1,656.29
1,5,3,966648,1139727,1025616,114112,2,868.62
2,2,3,96800,255961,255339,622,1,1435.02
2,5,3,9704671,7251934,5478027,1773906,5,2043.06
2,3,3,971530,1143689,805018,338671,2,2136.97
1,6,3,9730741,6024621,4574336,1450285,3,1180.69
2,4,3,973701,440778,415954,24823,2,480.47
2,2,3,9737865,7165108,4601872,2563236,2,1531.25
2,6,3,9743417,5103423,4306357,797067,3,888.06
1,2,3,9760435,8039940,6187342,1852598,3,1298.31
2,2,3,977965,823013,770481,52532,1,3381.43
1,4,3,9786598,5524094,3098809,2425286,3,1155.1
1,6,3,978862,715673,715673,0,1,271.1
1,5,3,9831229,7201829,4619393,2582437,5,2496.12
1,3,3,986289,2100910,1928462,172448,2,1384.8
2,5,3,987050,1141744,1079093,62651,2,464.99
2,5,3,9889433,8425821,5747597,2678224,4,6967.87
1,5,3,989334,954313,614099,340214,1,1545.03
2,2,3,9898777,6426046,5589456,836590,4,1489.23
2,3,3,990528,1670482,1333821,336661,2,959.05
2,2,3,991233,800185,750460,49725,1,2737.39
2,2,3,9914,2709591,2388488,321103,4,3503.81
1,4,3,991677,957462,885290,72172,2,288.05
1,6,3,9923024,4588828,3711488,877340,4,4266.93
1,1,3,9941061,8622703,7091479,1531224,4,1554.93
1,3,3,996999,1070504,940909,129595,1,1468.29
1,2,3,999476,1024844,990108,34736,2,1230.34
2,2,2,0,611404,522584,88820,1,3133.53
1,4,2,0,1300149,466032,834116,1,1751.47
1,5,2,0,1197920,1092720,105200,1,124.02
2,6,2,0,1199768,1161983,37785,1,712.55
2,6,2,0,4270462,2390462,1880000,2,125.88
1,3,2,0,1612078,1230646,381432,2,5254.37
1,2,2,0,609980,542610,67370,2,968.76
2,5,2,0,716476,716476,0,1,546.59
2,2,2,0,2016394,1876579,139815,1,2408.59
1,5,2,0,279920,264920,15000,1,79.71
2,5,2,1000000,1430997,1224484,206512,2,216.49
1,3,2,1000000,1088897,798860,290037,1,1644.61
2,4,2,1000000,940884,924851,16033,2,1122.01
2,4,2,10014171,7870585,5231030,2639555,5,1447.1
2,6,2,1004311,1148617,1061752,86866,1,2505.71
2,5,2,1005021,1262505,1120607,141898,2,2136.97
2,1,2,1005879,1543151,1222165,320986,2,3418.72
1,3,2,1006105,1499914,1288588,211326,2,1197.9
2,6,2,1007010,692040,486950,205090,1,362.16
2,6,2,1010401,1818066,1387424,430642,2,527.39
1,5,2,10116696,6099393,4249004,1850389,5,811.3
1,3,2,10117724,3672176,3328720,343456,4,176.12
2,3,2,10119749,7815904,6135712,1680192,4,1466.31
2,3,2,10141314,7468183,4840041,2628142,5,1449.86
2,5,2,10142130,8433647,5400707,3032940,4,1679.32
2,5,2,10162334,7389138,5922971,1466167,1,1862.15
1,4,2,1016357,872770,798234,74535,1,2297.49
1,6,2,10172593,7770341,6245757,1524584,4,1471.86
1,1,2,1017330,1198890,1071970,126920,3,401.63
2,3,2,1018911,1037987,876388,161599,4,4900.84
2,4,2,10205640,8259155,5344565,2914590,2,124.65
2,2,2,1021769,939672,828929,110743,1,764.72
2,3,2,1021964,893681,652859,240822,3,3541.58
2,2,2,10220343,12096123,7057959,5038164,4,5371.54
2,2,2,10231069,12237446,9983390,2254056,4,851.1
1,5,2,1027025,1268786,939002,329784,2,946.26
2,5,2,1027077,1250781,774728,476053,1,2620.97
1,5,2,10273693,5140303,3299162,1841141,4,2062.72
1,5,2,1028121,911068,670533,240534,1,3402.17
2,4,2,10283471,7706167,5440966,2265201,6,1830.79
2,3,2,1031160,1024824,915375,109450,2,187.93
1,4,2,1033160,1492909,1310470,182439,2,2737.09
1,4,2,10349293,4633985,2556632,2077354,5,1241.58
1,3,2,1035524,1070041,901622,168419,1,3130.25
1,4,2,10380497,7830738,5178895,2651843,4,815.81
1,4,2,1039069,1257584,1208290,49293,2,1887.99
2,2,2,1039122,563195,379298,183898,1,4304.06
1,3,2,1039221,1324374,995950,328424,1,1319.38
2,3,2,1039768,3582310,2793267,789043,2,2317.32
2,6,2,1041972,1833264,1652641,180623,2,733.92
1,4,2,1042876,955868,790866,165002,1,9858.38
2,4,2,1044898,1090815,702268,388547,2,115.53
2,3,2,10450221,8583452,5642126,2941325,3,1484.89
2,4,2,1048465,936334,819121,117214,2,3260.23
1,3,2,1048571,1053850,955671,98179,3,214.05
2,2,2,1049689,656762,537553,119209,1,2379.74
1,3,2,10531014,10803018,7987908,2815110,3,907.05
1,3,2,1054817,823180,739374,83806,1,1644.61
2,4,2,1055580,912547,885896,26651,1,892.55
1,1,2,10565702,7371863,4239195,3132668,4,4996.21
1,3,2,10566420,6446265,4303826,2142438,3,1203.47
2,2,2,1057079,1082049,1081623,427,4,1486.84
1,2,2,1058783,773425,579489,193936,2,1180.59
1,4,2,1058936,1411268,1349117,62151,2,3563.34
1,2,2,10600000,3717493,2732481,985012,1,191.3
2,6,2,10605548,3752664,2502840,1249824,4,579.33
1,1,2,1064647,1393876,970377,423499,2,713.77
1,4,2,1065430,1050833,845833,205000,3,113.95
2,1,2,1065609,1198425,1065307,133118,3,573.6
1,4,2,1066281,367333,272243,95090,1,1097.84
1,4,2,1066591,1054969,788727,266243,1,1008.46
1,6,2,1067559,1449593,1335360,114233,1,2297.49
1,2,2,1070337,1506811,992558,514253,2,432.37
1,6,2,10739866,8288231,5758320,2529912,4,4570.68
2,5,2,1074997,1143990,1090290,53699,2,1772.44
2,2,2,1075969,949422,939272,10149,2,597.84
2,3,2,1080000,1609486,1454936,154550,2,171.5
1,2,2,1080759,829071,763753,65318,3,1315.63
1,3,2,1081203,1289018,1190706,98312,3,1249.72
1,6,2,1081890,1031309,862819,168490,2,79.76
2,5,2,1087484,800106,770338,29768,1,6621.58
1,4,2,1087598,1527066,1147364,379702,2,3514.37
2,6,2,108838,225368,205840,19529,1,4201.88
2,2,2,1089151,988935,776799,212135,2,714.66
2,6,2,10892327,7976494,4619895,3356599,2,7690.37
1,4,2,1092214,810936,764558,46378,2,432.37
2,2,2,10935990,8552801,6099197,2453604,3,113.97
1,2,2,1094327,969309,909158,60151,2,1130.15
2,2,2,1094777,1978097,1583439,394658,2,848.03
2,1,2,1094939,926203,788584,137620,1,753.75
1,3,2,10975874,7206927,5140623,2066303,2,1144.25
2,3,2,1097642,1204018,667907,536110,2,359.81
2,1,2,1097681,2874089,2404397,469692,4,1258.18
2,2,2,1098574,1148212,930880,217332,2,1553.83
2,4,2,10998226,8522159,5483930,3038229,3,1424.05
2,4,2,1101528,1196048,909863,286185,2,1447.99
1,4,2,1102151,1213783,1125443,88340,2,6478.33
1,3,2,1102967,1170474,611560,558915,1,1931.29
1,2,2,1103888,660771,530723,130048,1,3381.43
2,2,2,1105502,1186970,1186069,901,3,1389.19
1,5,2,1106292,765040,657041,107999,2,897.77
1,4,2,1108370,1336534,1124115,212419,2,505.55
2,4,2,1108577,851953,712608,139345,1,1270.53
2,3,2,1111341,1013804,639622,374181,2,1233.2
2,1,2,1112650,669009,546738,122272,2,1805.66
1,2,2,1113109,1064229,730034,334195,3,1623.85
