,Title,Author,ReviewID,Texts,YMD,Sentiment
91712,The best cell phone a this price range.,Dust Roger,RPZASLW1JH4A9,"It is well built, wonderful camera, plenty of memory, clear signal, thousands of apps and it does not crash.It does what it is supposed to do and really well. And this is from a professional Mac user. Windows has a decent product here.Finally !",1/18/14,1
103932,Samsung Galaxy S3,Yvonne Sweeting,RHS1KNFB8ERW9,"I have had a HTC My-touch for years, and I loved that phone.  I recently switched to the Galaxy S3, and this phone is even better!!  Lightweight, cool features makes it so much fun!!!",1/6/14,1
132890,samsung galaxy s3 mini,000A,RGI8IVS3ZG75W,"This is an original samsung galaxy s3 mini, not a chinese copy if you were wondering. The shipment was fast and the phone is unlocked as advertised as I've used it in South America perfectly fine. 5 stars for the price and the shipment.",1/21/14,1
177136,happy with my purchase,shown D wells,R1NQ8V13HNWZE5,"Really happy with my purchase, this phone is so awesome.. didn't have any problems with it so far and the shipping was really quick. 100% recommended.",1/19/14,1
174175,Fabulous phone for less than $200,George E. Jelly GeorgeJ,R1J7R2J3D9QV41,"I can't say enough good things about this phone!!  Beautiful and very solid build quality, the screen is bright with very good colors, and the battery life is superb.  GPS tracking, using Runkeeper, is also spot on.  It is an absolute steal ‰ÛÒ with the exception of the fact that it does not come with a charger!!  But, it does come with a charging cable and probably most people have at least a couple of chargers sitting around.",1/1/14,1
136814,love it!,Danielle Clark,R1WFHVLB207QYT,I love my phone. It's slim sleek and the apps that are built in are awesome. It creates a slideshow with my pictures from different events. So much more!,1/8/14,1
139073,Great phone,Rodney G. Watson,R2FQHXXOLFBA0N,I love this phone.  It is speedy and does everything most people need.  Don't be fooled by the 8 GB storage space.  It is plenty and especially with the ability to add up to a 64 GB chip in it then who needs more.,1/7/14,1
88047,Glad I Bought It For My Son,mommyA,R1MAE5668CF24W,"I have a little man who is in Kindergarten and I bought this lunch for him, which is just the right size. It is easy to clean up, easy for him to open, and durable. Worth the buy!",1/3/14,1
175465,Excellent,Sagal F.,R2OSWEBRMOG7VU,"Smooth performance, very durable, excellent battery life, and comes with a near stock android experience all for a low price. For this price you simply can't get a better phone!",1/22/14,1
56565,omg,alyssia taylor,R23T9YOXKC9I4V,"Just wonderful while I used it. Its fast, easy to push the buttons, may have stalled sometime but its still got my vote. Between droid and galaxy company's better keep making these.",1/15/14,1
78835,Greatful for this shipment,Kurth,RBZS1NIWQCFFS,I would love to thank Best Mobile and Fulfilled by Amazon for this wonderful change to my order. I am so happy when I read the email about the size of memory I am getting. I am a big fan of buying my electronics on amazon. Thanks a lot.,1/7/14,1
159051,Apple iPhone 5c(green ) love it,J SHARP,R1LVOSCVQIAMRO,"Does everything ,easy to use love ios7 cool color.used android ,blackberry came back to apple it's supreme over any other.",1/25/14,1
138328,Excelent Cellphone,Tadeo Galeano,R3NXJMT2DJU4JM,"Perfect Cellphone, absolutely beautiful and working 100% smoothly. He recognized network it immediately and was able to use it when out of the box.So far I not find problems or malfunction and I am pleased with the purchase made‰ÛÜ‰ÛÜ, the cellphone works perfectly outside the USA, I'm currently using in Paraguay with the local mobile telephony.El celular perfecto, absolutamente hermoso y funcionando al 100% sin problemas. ReconociÌ_ la red inmediatamente y se pudo usar el mismo al momento de sacarlo de la caja.Hasta el momento no encuentro problemas o mal funcionamiento en Ì©l y me siento contento con la compra hecha, el celular funciona perfectamente fuera de USA, yo actualmente lo estoy usando en Paraguay con la telefonÌ_a mÌ_vil local.",1/5/14,1
182968,Worth Every Penny,Christy,R1KPNT6YB6KGA7,"I love everything about this phone. After researching several  competitor phones, I chose this one. I was aware of its so-called shortcomings, but I don't really see many areas for improvement. Everyone said the camera was difficult to use, but I think you just have to spend a few minutes getting familiar with it and it's cake. This is hands down the best phone I've ever owned, or even used.",1/20/14,1
161232,5S is outsatnding,Kuan Chun Huang,R2HP2BFFWSH02G,The shipment is a little slow. But 5s is indeed a great phone and better than my expectation. Strongly recommend,1/12/14,1
156035,Great Phone!,Stephanie Phillips,R1Y1F9XDK5442L,"First Smartphone, easy to use, great online manual from Virgin Mobile. Works a little better than my friends I-phone, haha",1/29/14,1
157864,Iphone 5c,FI,R214KRU4DJQNVC,Excellent product. My kid really likes it. No complaints yet. The new design feels good on your hand. Nice phone,1/8/14,1
136525,Great!!,Miyosha Curry,RZU8K7W0YUH7U,These phones were a GREAT gift for my younger sisters ages 9 and 11 they absolutely love them!! I didn't expect them to look as good as they did. It has a nice size screen and huge buttons. I caught them on sale for 4.99 during the cyber Monday sale BEST 4.99 I've ever spent!!,1/3/14,1
119353,She loves the phone,nichole728,R1BTVO881YI5NF,"I purchased this phone for my daughter and she loves the phone. Everything that a young adult wants to do with a phone, this phone can do it. No issues thus far.",1/30/14,1
159272,Exactly what I wanted!,Jessica Delgado,R2HMWDHV3ZK8MD,I ordered another IPhone before this one & was given one with scratches & the lock screen did not work. This one came as explained in the bio! Works great came in mint condition I love my IPhone!,1/25/14,1
159695,Great Thank you.,C. Ash Carolyn,R1PA10N2DEWU70,I haven't had time to play with it but it looks wonderful.  I am going to use it in Turkey and have to register it first so really can't comment on performance.,1/4/14,1
180400,Great Phone!,Genevieve,R35CX9E0FY6ZG7,"I am very happy with this phone. It has some unnecessary features that perhaps I'll appreciate more once I learn them better, but for now they are fun just for the novelty aspect. The phone is an excellent size, very light, great screen res. and very fast/responsive. I was also very impressed with the battery life! I was able to take a weekend trip with the WiFi and Bluetooth on and I only had to charge it on the drive there and back (which meant almost 2 full days)!",1/20/14,1
170153,s4 mini,jeff,R2Y792K88XPHN4,This is a great phone small not as many features as the s4 but still a great phone I like it a lot,1/3/14,1
170922,Love it!,Gerald J. Roedel,R358KYY48CYHTC,"Been using this phone for about 3 weeks and absolutely love it! OK, the camera is just ok, but if I want to take a good photo I will use a camera. Sound quality is excellent....screen is bright and crisp..I have watched movies on it and I am impressed! I heartily recommend this phone to anyone!",1/24/14,1
172582,Best android phone I have had so far,Andres Rangel,R2I1TLRAMDY61,"I bought this phone to replace a galaxy S3 that I gave to my wife. I didn't want to spend too much but wanted a good experience and so far it has been great. Battery life is better than my galaxy S3, and it is more responsive.The screen is very sharp and crispThe size is small compare to my galaxy S3 but not as small as an iPhoneGood buy, hope other companies take notice and start improving on the budget area.Best Android phone under 200",1/19/14,1
177126,I LOVE this phone!,bikerbaz,RT73HN79PH6TB,"I couldn't be more pleased with the moto g! I appreciate that it is not a 'flagship' phone--which, of course, is reflected in the price. If you must have the most powerful phone, then of course you have to pay for it. I was attracted to the idea of a 'pure Android' phone with updates as soon as they come available, and I was considering the Nexus 5. But I decided in the end that, for my use, it was really more phone than I needed. After researching the moto g, I decided it was just what I was looking for--and 3 weeks of use tells me I made the right choice!A little context--since one's user-experience of a phone is a relative thing. I was replacing a very antiquated phone, my first smartphone in fact--an LG Optimus V, circa 2011! (Clearly, I'm not a must-have-the-latest-gadget user.) The moto g is light-years ahead of what I'm used to, so it doesn't matter to me that I could spend 3 times as much and have an even faster processor, even sharper screen, or whatever. I'm amazed and thrilled that I can get this great phone for 200 bucks! The size is perfect (I find the Nexus 5 a little large), the screen is brilliant, the speed and smoothness of operation are great--even the camera, which I know is far from the best available, is a big improvement over my old phone. LTE is very limited in my area, so not having it is no real loss for me; and the greater power of the phone, over what I'm used to, makes 3G feel so much faster! And anyway, most of my day-to-day use is within reach of wifi.If you're looking for a new phone, you probably know what kind of user you are, how much of a premium you place on having the highest possible specs, or whatever. The moto g perfectly fills just the niche I was looking for!Btw, if you decide on the moto g and are looking for a minimalist sort of case, the Ringke Slim is really nice!",1/20/14,1
