seq   loan_status loan_amnt grade home_ownership annual_inc age emp_cat  ir_cat
8953            0      7000     A       MORTGAGE   30000.00  32   15-30     0-8
6177            0      8000     C           RENT   30000.00  26    0-15 11-13.5
14234           0      9800     B       MORTGAGE  102000.00  24    0-15    8-11
15603           0     10000     B       MORTGAGE   46000.00  24    0-15    8-11
15018           0      8500     B           RENT   43000.00  37    0-15    8-11
27625           0      5375     B       MORTGAGE   92904.00  38    0-15    8-11
23119           0     14000     C       MORTGAGE   74000.00  30   15-30   13.5+
1099            0     10000     A       MORTGAGE   60000.00  24   15-30     0-8
20366           0      5000     A           RENT   20743.00  31    0-15     0-8
4189            0      8000     A       MORTGAGE  150000.00  24    0-15    8-11
15354           0     14000     A       MORTGAGE  100000.00  23    0-15     0-8
23529           0      6000     B           RENT   57016.44  34    0-15 11-13.5
27383           0      2000     C            OWN   40000.00  24    0-15 11-13.5
14078           0      4000     A       MORTGAGE   51540.00  29    0-15     0-8
19224           0     15250     E           RENT   37200.00  23    0-15   13.5+
8392            0      6000     C           RENT   24000.00  24 Missing 11-13.5
7869            0      9000     C           RENT   62532.00  29    0-15 11-13.5
28379           0     15000     B           RENT   62400.00  24   15-30    8-11
24524           0      6000     B       MORTGAGE   60000.00  26    0-15 11-13.5
19617           0      1000     C           RENT   28800.00  41    0-15 Missing
22647           0     10000     A            OWN   72000.00  27    0-15    8-11
17755           0      7200     B       MORTGAGE   45000.00  23    0-15 11-13.5
5788            0     10000     D           RENT   45000.00  36    0-15   13.5+
253             0     10000     C           RENT   84000.00  25    0-15 Missing
1255            0      4000     A       MORTGAGE   89000.00  30    0-15     0-8
1508            0      3000     B           RENT  105000.00  32    0-15 Missing
18203           0      8500     C           RENT   25200.00  21    0-15   13.5+
25810           0      7700     C           RENT   96408.00  24    0-15 11-13.5
24307           0      7000     C            OWN   65004.00  23    0-15 11-13.5
1559            0      7000     A       MORTGAGE   70000.00  30    0-15    8-11
5280            0      3250     B       MORTGAGE   49272.00  27    0-15 Missing
22633           0      3000     B            OWN   30000.00  23    0-15 11-13.5
1673            0     10000     B           RENT   70000.00  22    0-15 11-13.5
19826           0     10000     D           RENT   40000.00  33    0-15   13.5+
22624           0     24000     C           RENT   78000.00  23    0-15   13.5+
6765            0     19200     B       MORTGAGE  104740.00  21    0-15 11-13.5
26422           0      9500     B           RENT   72000.00  29    0-15 11-13.5
5138            0      8000     B       MORTGAGE  101000.00  32    0-15 11-13.5
16520           0     10000     B       MORTGAGE   43344.00  28    0-15 11-13.5
10067           0     12000     B           RENT   30000.00  22    0-15    8-11
12340           0     14500     C            OWN   58000.00  31    0-15 11-13.5
4148            0     10500     A       MORTGAGE   70000.00  23 Missing     0-8
26629           0      6400     C           RENT   56000.00  34    0-15 Missing
24294           0     18550     B           RENT   43000.00  22    0-15 11-13.5
9638            0      7200     A       MORTGAGE  113676.00  24    0-15     0-8
22505           0     15000     F       MORTGAGE  125000.00  23    0-15   13.5+
5854            0      7000     B            OWN   75000.00  26   15-30    8-11
20908           0      2500     A       MORTGAGE   65000.00  24    0-15     0-8
19470           0      8000     A       MORTGAGE   85100.00  28    0-15     0-8
8666            0      1800     B           RENT   34000.00  21    0-15 11-13.5
3318            0     14000     A       MORTGAGE   60000.00  25    0-15     0-8
24871           0      6000     B       MORTGAGE   36000.00  22    0-15 11-13.5
27870           0      4000     F       MORTGAGE   40900.00  23    0-15 Missing
941             0      9000     C           RENT   40000.00  29    0-15   13.5+
12816           0     12000     B       MORTGAGE   54996.00  22    0-15    8-11
10717           0     23000     D           RENT  100000.00  24    0-15   13.5+
27119           0      7500     D            OWN   60000.00  27    0-15   13.5+
5268            0      7000     B           RENT   32000.00  21    0-15 11-13.5
25158           0      1000     B       MORTGAGE   32198.40  23    0-15    8-11
10219           0     24000     A           RENT   67000.00  28    0-15     0-8
11117           0     12000     B           RENT   59000.00  22   15-30    8-11
8188            0      6400     A           RENT   80000.00  24    0-15     0-8
27754           0      3000     B           RENT   55000.00  39    0-15    8-11
13177           0     14000     B           RENT   82000.00  40    0-15    8-11
869             0     12000     B       MORTGAGE   50000.00  27    0-15 11-13.5
8142            0      3000     A           RENT   30000.00  24    0-15     0-8
9481            0      8875     B       MORTGAGE   72500.00  31    0-15 11-13.5
26335           0      4000     D            OWN   22000.00  21    0-15   13.5+
382             0     16000     B       MORTGAGE   55000.00  30    0-15 Missing
19611           0      3000     C           RENT   40800.00  27 Missing 11-13.5
8905            0      3000     A           RENT   68000.00  30    0-15     0-8
6181            0      3000     B           RENT   14400.00  35    0-15 Missing
5775            0      8000     F       MORTGAGE   79985.00  33    0-15   13.5+
17624           0      1500     B       MORTGAGE   21408.00  40 Missing 11-13.5
12969           0      6000     A           RENT   63550.00  33    0-15 Missing
8523            0     20000     C       MORTGAGE   52000.00  22    0-15   13.5+
26518           0     13000     A       MORTGAGE   42000.00  22    0-15 Missing
23054           0     14550     A           RENT   80409.00  46    0-15    8-11
23692           0     19000     C           RENT   96000.00  26    0-15 11-13.5
7536            0     12000     C            OWN  116000.00  28    0-15 11-13.5
6296            0      4750     A           RENT   15000.00  26    0-15    8-11
407             0      7000     B           RENT   52000.00  23    0-15    8-11
20474           0      7000     B           RENT   22680.00  24    0-15    8-11
13870           0      5600     B           RENT   60000.00  21    0-15    8-11
317             0      6500     B           RENT   42000.00  20    0-15 11-13.5
7994            0     30000     D           RENT  112260.00  29    0-15   13.5+
12718           0      4000     B           RENT   57000.00  22    0-15 Missing
20418           0      6500     A           RENT   32000.00  23    0-15     0-8
3561            0     10000     A       MORTGAGE   78000.00  23    0-15     0-8
17616           0     14400     B            OWN   41604.00  22    0-15 Missing
7250            0     18000     A       MORTGAGE  153600.00  25    0-15     0-8
1400            0      8000     B           RENT   36000.00  31    0-15    8-11
645             0      4000     A       MORTGAGE   62000.00  23    0-15    8-11
25230           0      1400     C            OWN    4888.00  53    0-15 Missing
24373           0     15000     B           RENT   49000.00  25    0-15 11-13.5
17560           0      6000     A           RENT   59000.00  29    0-15     0-8
4459            0      9975     D           RENT   79000.00  40    0-15   13.5+
6975            0     14000     A       MORTGAGE  200000.00  36    0-15     0-8
28761           0      8400     A       MORTGAGE   38100.00  32    0-15    8-11
24631           0      1675     A           RENT   20000.00  22    0-15     0-8
11289           0     10000     D       MORTGAGE  100000.00  26    0-15   13.5+
13477           0     10000     B           RENT   43000.00  24    0-15    8-11
4335            0     30000     A       MORTGAGE   94000.00  29    0-15     0-8
181             0     12000     A       MORTGAGE   56000.00  24   15-30 Missing
21103           0      7500     B           RENT   33000.00  22    0-15 Missing
14174           0     20400     A           RENT   50000.00  33    0-15     0-8
26228           0      6000     B           RENT   35004.00  23    0-15 Missing
12467           0      4800     D           RENT   14004.00  36    0-15   13.5+
16876           0     10000     A       MORTGAGE   84500.00  23    0-15     0-8
21927           0     20000     C       MORTGAGE  100000.00  31    0-15 11-13.5
9492            0     15000     A           RENT  230000.00  32    0-15     0-8
7624            0     15000     B       MORTGAGE   39000.00  35    0-15    8-11
634             0     24000     B       MORTGAGE   80000.00  23    0-15 11-13.5
11883           0     14400     A           RENT   82000.00  23    0-15     0-8
111             0      6000     B       MORTGAGE   87000.00  24    0-15    8-11
23728           0     20000     E           RENT  112000.00  25    0-15   13.5+
1240            0      6000     A           RENT   34000.00  38   15-30     0-8
